Title,Topics
472_0,"Topic 6,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1027_0,"Topic 6,Topic 15,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1864_0,"Topic 33,Topic 6,Topic 39,Topic 10,Topic 43,Topic 9,Topic 17,Topic 1,Topic 2,Topic 3"
1062_0,"Topic 6,Topic 33,Topic 46,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1821_0,"Topic 33,Topic 45,Topic 6,Topic 14,Topic 22,Topic 28,Topic 5,Topic 21,Topic 1,Topic 2"
1218_0,"Topic 6,Topic 45,Topic 4,Topic 34,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
32_0,"Topic 6,Topic 33,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
608_0,"Topic 6,Topic 22,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
77_0,"Topic 33,Topic 6,Topic 1,Topic 28,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
125_0,"Topic 6,Topic 33,Topic 35,Topic 39,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7"
966_0,"Topic 6,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
160_0,"Topic 6,Topic 33,Topic 4,Topic 34,Topic 40,Topic 32,Topic 14,Topic 28,Topic 1,Topic 2"
923_0,"Topic 33,Topic 6,Topic 45,Topic 8,Topic 27,Topic 11,Topic 23,Topic 36,Topic 1,Topic 2"
1535_0,"Topic 6,Topic 33,Topic 46,Topic 45,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7"
1570_0,"Topic 6,Topic 45,Topic 5,Topic 39,Topic 32,Topic 8,Topic 1,Topic 2,Topic 3,Topic 4"
1119_0,"Topic 6,Topic 11,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
509_0,"Topic 33,Topic 6,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
224_0,"Topic 33,Topic 37,Topic 45,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 6,Topic 7"
261_0,"Topic 45,Topic 33,Topic 6,Topic 17,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1634_0,"Topic 6,Topic 33,Topic 3,Topic 31,Topic 1,Topic 2,Topic 4,Topic 5,Topic 7,Topic 8"
1671_0,"Topic 6,Topic 37,Topic 33,Topic 45,Topic 20,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
451_0,"Topic 33,Topic 6,Topic 3,Topic 28,Topic 34,Topic 45,Topic 43,Topic 15,Topic 1,Topic 2"
414_0,"Topic 33,Topic 6,Topic 27,Topic 45,Topic 31,Topic 46,Topic 39,Topic 28,Topic 17,Topic 1"
886_0,"Topic 27,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9"
1490_0,"Topic 6,Topic 3,Topic 15,Topic 1,Topic 2,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1802_0,"Topic 6,Topic 4,Topic 33,Topic 21,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
1041_0,"Topic 6,Topic 33,Topic 42,Topic 46,Topic 45,Topic 36,Topic 1,Topic 2,Topic 3,Topic 4"
1847_0,"Topic 33,Topic 6,Topic 5,Topic 17,Topic 45,Topic 19,Topic 25,Topic 22,Topic 14,Topic 1"
1004_0,"Topic 6,Topic 33,Topic 21,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1729_0,"Topic 6,Topic 33,Topic 17,Topic 45,Topic 8,Topic 28,Topic 29,Topic 5,Topic 1,Topic 2"
339_0,"Topic 6,Topic 33,Topic 45,Topic 22,Topic 28,Topic 36,Topic 44,Topic 16,Topic 34,Topic 27"
381_0,"Topic 33,Topic 6,Topic 36,Topic 25,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
750_0,"Topic 6,Topic 33,Topic 36,Topic 16,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
715_0,"Topic 6,Topic 40,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1340_0,"Topic 6,Topic 33,Topic 22,Topic 5,Topic 3,Topic 45,Topic 16,Topic 1,Topic 2,Topic 4"
1791_0,"Topic 6,Topic 33,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
1305_0,"Topic 33,Topic 9,Topic 6,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1428_0,"Topic 6,Topic 45,Topic 46,Topic 33,Topic 32,Topic 28,Topic 9,Topic 1,Topic 2,Topic 3"
728_0,"Topic 6,Topic 33,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7,Topic 8,Topic 9"
1338_0,"Topic 6,Topic 33,Topic 28,Topic 34,Topic 19,Topic 37,Topic 1,Topic 2,Topic 3,Topic 4"
1450_0,"Topic 6,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1081_0,"Topic 6,Topic 33,Topic 32,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1415_0,"Topic 6,Topic 45,Topic 33,Topic 12,Topic 34,Topic 9,Topic 5,Topic 44,Topic 39,Topic 1"
1887_0,"Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9,Topic 10"
491_0,"Topic 6,Topic 33,Topic 3,Topic 14,Topic 1,Topic 2,Topic 4,Topic 5,Topic 7,Topic 8"
803_0,"Topic 6,Topic 33,Topic 19,Topic 46,Topic 32,Topic 44,Topic 26,Topic 1,Topic 2,Topic 3"
846_0,"Topic 33,Topic 6,Topic 37,Topic 18,Topic 1,Topic 4,Topic 8,Topic 2,Topic 3,Topic 5"
429_0,"Topic 33,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1039_0,"Topic 6,Topic 45,Topic 39,Topic 42,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1380_0,"Topic 33,Topic 6,Topic 40,Topic 45,Topic 44,Topic 39,Topic 5,Topic 22,Topic 37,Topic 10"
1751_0,"Topic 6,Topic 33,Topic 36,Topic 45,Topic 43,Topic 34,Topic 28,Topic 1,Topic 2,Topic 3"
1714_0,"Topic 33,Topic 6,Topic 45,Topic 20,Topic 5,Topic 28,Topic 39,Topic 1,Topic 2,Topic 3"
341_0,"Topic 6,Topic 33,Topic 45,Topic 36,Topic 14,Topic 34,Topic 28,Topic 22,Topic 1,Topic 2"
790_0,"Topic 6,Topic 33,Topic 7,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 8,Topic 9"
304_0,"Topic 6,Topic 33,Topic 18,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1124_0,"Topic 6,Topic 33,Topic 29,Topic 45,Topic 17,Topic 14,Topic 47,Topic 8,Topic 1,Topic 2"
1967_0,"Topic 6,Topic 33,Topic 36,Topic 39,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1161_0,"Topic 6,Topic 33,Topic 17,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1922_0,"Topic 33,Topic 6,Topic 45,Topic 8,Topic 5,Topic 14,Topic 21,Topic 1,Topic 2,Topic 3"
534_0,"Topic 33,Topic 6,Topic 37,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
571_0,"Topic 6,Topic 45,Topic 33,Topic 47,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
219_0,"Topic 6,Topic 33,Topic 37,Topic 45,Topic 5,Topic 46,Topic 36,Topic 39,Topic 44,Topic 27"
1609_0,"Topic 33,Topic 40,Topic 6,Topic 26,Topic 36,Topic 45,Topic 5,Topic 43,Topic 17,Topic 39"
1225_0,"Topic 6,Topic 33,Topic 45,Topic 10,Topic 28,Topic 4,Topic 36,Topic 14,Topic 2,Topic 1"
1260_0,"Topic 33,Topic 6,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
635_0,"Topic 46,Topic 33,Topic 47,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7"
670_0,"Topic 6,Topic 33,Topic 5,Topic 45,Topic 20,Topic 39,Topic 4,Topic 1,Topic 2,Topic 3"
118_0,"Topic 33,Topic 6,Topic 5,Topic 45,Topic 40,Topic 22,Topic 17,Topic 30,Topic 1,Topic 2"
1508_0,"Topic 6,Topic 33,Topic 1,Topic 8,Topic 45,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1775_0,"Topic 33,Topic 6,Topic 45,Topic 28,Topic 10,Topic 15,Topic 1,Topic 2,Topic 3,Topic 4"
1730_0,"Topic 33,Topic 6,Topic 20,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
365_0,"Topic 6,Topic 33,Topic 12,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
320_0,"Topic 6,Topic 33,Topic 45,Topic 36,Topic 34,Topic 44,Topic 28,Topic 43,Topic 15,Topic 4"
448_0,"Topic 33,Topic 21,Topic 6,Topic 9,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1058_0,"Topic 6,Topic 33,Topic 45,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
1489_0,"Topic 6,Topic 16,Topic 43,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1474_0,"Topic 6,Topic 33,Topic 34,Topic 15,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1431_0,"Topic 6,Topic 33,Topic 45,Topic 4,Topic 5,Topic 22,Topic 44,Topic 1,Topic 2,Topic 3"
827_0,"Topic 33,Topic 45,Topic 22,Topic 6,Topic 9,Topic 24,Topic 43,Topic 1,Topic 2,Topic 3"
862_0,"Topic 6,Topic 33,Topic 45,Topic 23,Topic 4,Topic 46,Topic 1,Topic 2,Topic 3,Topic 5"
749_0,"Topic 33,Topic 46,Topic 6,Topic 16,Topic 45,Topic 43,Topic 39,Topic 44,Topic 4,Topic 3"
398_0,"Topic 6,Topic 32,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1788_0,"Topic 6,Topic 4,Topic 31,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
1359_0,"Topic 6,Topic 33,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
179_0,"Topic 6,Topic 4,Topic 33,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
1569_0,"Topic 45,Topic 6,Topic 33,Topic 39,Topic 4,Topic 37,Topic 9,Topic 1,Topic 2,Topic 3"
1201_0,"Topic 33,Topic 45,Topic 9,Topic 4,Topic 43,Topic 1,Topic 2,Topic 3,Topic 5,Topic 6"
1244_0,"Topic 6,Topic 45,Topic 44,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1695_0,"Topic 33,Topic 6,Topic 45,Topic 39,Topic 24,Topic 19,Topic 32,Topic 1,Topic 2,Topic 3"
611_0,"Topic 6,Topic 33,Topic 22,Topic 45,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
285_0,"Topic 33,Topic 6,Topic 45,Topic 10,Topic 46,Topic 40,Topic 4,Topic 9,Topic 28,Topic 22"
654_0,"Topic 33,Topic 46,Topic 6,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
278_0,"Topic 45,Topic 6,Topic 33,Topic 5,Topic 28,Topic 15,Topic 21,Topic 24,Topic 1,Topic 2"
93_0,"Topic 6,Topic 33,Topic 45,Topic 9,Topic 20,Topic 14,Topic 26,Topic 1,Topic 2,Topic 3"
1668_0,"Topic 6,Topic 33,Topic 37,Topic 45,Topic 28,Topic 5,Topic 14,Topic 1,Topic 2,Topic 3"
1100_0,"Topic 33,Topic 6,Topic 45,Topic 24,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1943_0,"Topic 6,Topic 19,Topic 33,Topic 45,Topic 4,Topic 49,Topic 16,Topic 21,Topic 1,Topic 2"
1594_0,"Topic 33,Topic 36,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7"
1145_0,"Topic 6,Topic 33,Topic 45,Topic 8,Topic 28,Topic 9,Topic 39,Topic 34,Topic 23,Topic 46"
1906_0,"Topic 33,Topic 6,Topic 1,Topic 45,Topic 34,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
510_0,"Topic 33,Topic 6,Topic 4,Topic 32,Topic 45,Topic 5,Topic 36,Topic 39,Topic 1,Topic 28"
982_0,"Topic 33,Topic 6,Topic 26,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
555_0,"Topic 6,Topic 33,Topic 45,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
184_0,"Topic 33,Topic 6,Topic 45,Topic 32,Topic 4,Topic 22,Topic 28,Topic 44,Topic 42,Topic 17"
200_0,"Topic 6,Topic 33,Topic 37,Topic 45,Topic 5,Topic 28,Topic 36,Topic 1,Topic 2,Topic 3"
245_0,"Topic 6,Topic 33,Topic 45,Topic 25,Topic 31,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
694_0,"Topic 33,Topic 6,Topic 25,Topic 45,Topic 17,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1610_0,"Topic 33,Topic 40,Topic 6,Topic 1,Topic 45,Topic 26,Topic 5,Topic 36,Topic 34,Topic 4"
1284_0,"Topic 33,Topic 6,Topic 5,Topic 44,Topic 34,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4"
1655_0,"Topic 21,Topic 33,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1178_0,"Topic 33,Topic 6,Topic 19,Topic 45,Topic 37,Topic 22,Topic 5,Topic 34,Topic 39,Topic 40"
568_0,"Topic 6,Topic 45,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
101_0,"Topic 6,Topic 33,Topic 2,Topic 1,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
942_0,"Topic 6,Topic 33,Topic 45,Topic 16,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
595_0,"Topic 45,Topic 6,Topic 21,Topic 36,Topic 30,Topic 23,Topic 1,Topic 2,Topic 3,Topic 4"
144_0,"Topic 33,Topic 6,Topic 5,Topic 45,Topic 32,Topic 40,Topic 36,Topic 12,Topic 10,Topic 14"
907_0,"Topic 6,Topic 33,Topic 38,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1511_0,"Topic 6,Topic 33,Topic 8,Topic 45,Topic 40,Topic 22,Topic 34,Topic 17,Topic 31,Topic 44"
1983_0,"Topic 6,Topic 33,Topic 37,Topic 36,Topic 26,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1554_0,"Topic 33,Topic 6,Topic 45,Topic 31,Topic 44,Topic 43,Topic 32,Topic 41,Topic 11,Topic 7"
1185_0,"Topic 6,Topic 33,Topic 28,Topic 9,Topic 35,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1279_0,"Topic 6,Topic 45,Topic 33,Topic 49,Topic 28,Topic 40,Topic 8,Topic 26,Topic 14,Topic 42"
669_0,"Topic 6,Topic 33,Topic 45,Topic 5,Topic 16,Topic 28,Topic 17,Topic 1,Topic 2,Topic 3"
16_0,"Topic 33,Topic 6,Topic 30,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
53_0,"Topic 6,Topic 33,Topic 15,Topic 40,Topic 45,Topic 8,Topic 1,Topic 2,Topic 3,Topic 4"
1098_0,"Topic 33,Topic 45,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1449_0,"Topic 33,Topic 6,Topic 45,Topic 40,Topic 17,Topic 16,Topic 18,Topic 28,Topic 1,Topic 2"
488_0,"Topic 33,Topic 6,Topic 3,Topic 1,Topic 2,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
774_0,"Topic 6,Topic 33,Topic 16,Topic 45,Topic 28,Topic 5,Topic 46,Topic 36,Topic 32,Topic 20"
731_0,"Topic 6,Topic 33,Topic 17,Topic 46,Topic 45,Topic 40,Topic 19,Topic 1,Topic 2,Topic 3"
1364_0,"Topic 6,Topic 33,Topic 45,Topic 46,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1321_0,"Topic 33,Topic 6,Topic 10,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1748_0,"Topic 6,Topic 36,Topic 33,Topic 27,Topic 34,Topic 19,Topic 1,Topic 2,Topic 3,Topic 4"
1399_0,"Topic 45,Topic 6,Topic 28,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
8_0,"Topic 33,Topic 45,Topic 21,Topic 6,Topic 34,Topic 17,Topic 5,Topic 27,Topic 1,Topic 2"
789_0,"Topic 6,Topic 33,Topic 45,Topic 17,Topic 34,Topic 28,Topic 5,Topic 27,Topic 14,Topic 40"
358_0,"Topic 6,Topic 33,Topic 46,Topic 50,Topic 29,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
475_0,"Topic 6,Topic 33,Topic 9,Topic 45,Topic 4,Topic 8,Topic 32,Topic 1,Topic 2,Topic 3"
430_0,"Topic 33,Topic 6,Topic 7,Topic 45,Topic 10,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1826_0,"Topic 33,Topic 6,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
1065_0,"Topic 33,Topic 6,Topic 23,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1863_0,"Topic 6,Topic 33,Topic 4,Topic 45,Topic 39,Topic 22,Topic 1,Topic 2,Topic 3,Topic 5"
1020_0,"Topic 33,Topic 6,Topic 25,Topic 10,Topic 45,Topic 17,Topic 32,Topic 5,Topic 38,Topic 9"
14_0,"Topic 6,Topic 33,Topic 45,Topic 42,Topic 32,Topic 4,Topic 25,Topic 36,Topic 46,Topic 39"
51_0,"Topic 6,Topic 33,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
103_0,"Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
940_0,"Topic 33,Topic 24,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8"
597_0,"Topic 33,Topic 6,Topic 28,Topic 16,Topic 25,Topic 1,Topic 39,Topic 17,Topic 2,Topic 3"
146_0,"Topic 33,Topic 6,Topic 5,Topic 45,Topic 9,Topic 16,Topic 17,Topic 15,Topic 1,Topic 44"
905_0,"Topic 33,Topic 6,Topic 45,Topic 4,Topic 16,Topic 26,Topic 46,Topic 22,Topic 32,Topic 1"
1513_0,"Topic 6,Topic 33,Topic 8,Topic 45,Topic 29,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1981_0,"Topic 6,Topic 33,Topic 22,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1556_0,"Topic 6,Topic 33,Topic 45,Topic 4,Topic 39,Topic 34,Topic 44,Topic 28,Topic 42,Topic 1"
1187_0,"Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1939_0,"Topic 6,Topic 31,Topic 19,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
202_0,"Topic 6,Topic 33,Topic 37,Topic 45,Topic 40,Topic 28,Topic 46,Topic 1,Topic 2,Topic 3"
247_0,"Topic 33,Topic 6,Topic 38,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
696_0,"Topic 6,Topic 33,Topic 25,Topic 45,Topic 5,Topic 34,Topic 17,Topic 40,Topic 9,Topic 28"
1612_0,"Topic 6,Topic 44,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1286_0,"Topic 33,Topic 6,Topic 44,Topic 17,Topic 45,Topic 34,Topic 25,Topic 1,Topic 2,Topic 3"
1657_0,"Topic 33,Topic 6,Topic 48,Topic 15,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
477_0,"Topic 6,Topic 33,Topic 3,Topic 40,Topic 1,Topic 2,Topic 4,Topic 5,Topic 7,Topic 8"
432_0,"Topic 6,Topic 33,Topic 45,Topic 40,Topic 9,Topic 34,Topic 4,Topic 38,Topic 15,Topic 10"
1824_0,"Topic 33,Topic 45,Topic 6,Topic 39,Topic 10,Topic 17,Topic 36,Topic 22,Topic 42,Topic 26"
1067_0,"Topic 6,Topic 33,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7,Topic 8,Topic 9"
1861_0,"Topic 33,Topic 6,Topic 45,Topic 8,Topic 28,Topic 32,Topic 1,Topic 2,Topic 3,Topic 4"
1022_0,"Topic 6,Topic 33,Topic 45,Topic 10,Topic 46,Topic 24,Topic 34,Topic 25,Topic 42,Topic 39"
776_0,"Topic 33,Topic 6,Topic 16,Topic 45,Topic 24,Topic 39,Topic 32,Topic 22,Topic 1,Topic 2"
733_0,"Topic 6,Topic 8,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 9"
1366_0,"Topic 6,Topic 2,Topic 1,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9,Topic 10"
1323_0,"Topic 6,Topic 33,Topic 10,Topic 45,Topic 40,Topic 21,Topic 32,Topic 41,Topic 1,Topic 2"
818_0,"Topic 6,Topic 33,Topic 4,Topic 39,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
1476_0,"Topic 6,Topic 33,Topic 25,Topic 15,Topic 34,Topic 16,Topic 1,Topic 2,Topic 3,Topic 4"
1433_0,"Topic 6,Topic 45,Topic 30,Topic 32,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
825_0,"Topic 6,Topic 33,Topic 46,Topic 28,Topic 1,Topic 27,Topic 44,Topic 43,Topic 32,Topic 41"
860_0,"Topic 6,Topic 33,Topic 4,Topic 45,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
1819_0,"Topic 33,Topic 45,Topic 6,Topic 10,Topic 9,Topic 40,Topic 36,Topic 28,Topic 5,Topic 1"
1777_0,"Topic 6,Topic 33,Topic 4,Topic 45,Topic 9,Topic 36,Topic 39,Topic 8,Topic 44,Topic 26"
1732_0,"Topic 33,Topic 45,Topic 6,Topic 30,Topic 3,Topic 15,Topic 1,Topic 2,Topic 4,Topic 5"
367_0,"Topic 6,Topic 33,Topic 36,Topic 45,Topic 5,Topic 40,Topic 35,Topic 12,Topic 1,Topic 2"
322_0,"Topic 33,Topic 6,Topic 45,Topic 46,Topic 17,Topic 5,Topic 34,Topic 8,Topic 1,Topic 2"
1102_0,"Topic 33,Topic 6,Topic 32,Topic 5,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7"
1941_0,"Topic 6,Topic 33,Topic 19,Topic 36,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1596_0,"Topic 33,Topic 40,Topic 43,Topic 6,Topic 45,Topic 34,Topic 26,Topic 1,Topic 2,Topic 3"
1147_0,"Topic 6,Topic 33,Topic 45,Topic 40,Topic 9,Topic 44,Topic 46,Topic 34,Topic 16,Topic 28"
1904_0,"Topic 6,Topic 24,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
512_0,"Topic 6,Topic 33,Topic 45,Topic 44,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
980_0,"Topic 6,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
557_0,"Topic 6,Topic 33,Topic 45,Topic 12,Topic 19,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
186_0,"Topic 33,Topic 4,Topic 45,Topic 6,Topic 32,Topic 9,Topic 8,Topic 5,Topic 1,Topic 16"
91_0,"Topic 6,Topic 33,Topic 9,Topic 36,Topic 39,Topic 22,Topic 16,Topic 17,Topic 1,Topic 2"
1203_0,"Topic 4,Topic 33,Topic 6,Topic 47,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
1246_0,"Topic 6,Topic 31,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1697_0,"Topic 33,Topic 4,Topic 30,Topic 1,Topic 2,Topic 3,Topic 5,Topic 6,Topic 7,Topic 8"
613_0,"Topic 6,Topic 45,Topic 12,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
287_0,"Topic 33,Topic 6,Topic 45,Topic 36,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
29_0,"Topic 33,Topic 6,Topic 46,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
656_0,"Topic 6,Topic 46,Topic 21,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
938_0,"Topic 27,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8"
1382_0,"Topic 33,Topic 6,Topic 44,Topic 45,Topic 46,Topic 4,Topic 22,Topic 39,Topic 40,Topic 38"
1753_0,"Topic 33,Topic 6,Topic 36,Topic 9,Topic 24,Topic 3,Topic 1,Topic 2,Topic 4,Topic 5"
1716_0,"Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9"
343_0,"Topic 6,Topic 33,Topic 50,Topic 39,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
792_0,"Topic 6,Topic 33,Topic 27,Topic 17,Topic 40,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4"
306_0,"Topic 6,Topic 33,Topic 14,Topic 31,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7"
1878_0,"Topic 6,Topic 33,Topic 28,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1452_0,"Topic 6,Topic 33,Topic 45,Topic 36,Topic 34,Topic 22,Topic 4,Topic 39,Topic 28,Topic 37"
1083_0,"Topic 33,Topic 6,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1417_0,"Topic 45,Topic 6,Topic 33,Topic 36,Topic 29,Topic 39,Topic 5,Topic 16,Topic 38,Topic 20"
1885_0,"Topic 6,Topic 33,Topic 28,Topic 45,Topic 5,Topic 46,Topic 36,Topic 40,Topic 1,Topic 2"
